product_name,sugar_g,carbs_g,calories,sodium_mg,fat_g,age_group,bmi_category,diabetes_type,label
"Beras jagung putih, kering, mentah",0.0,71.8,307.0,1.0,0.1,elderly,normal,2,Not Recommended
"Beras jagung putih, kering, mentah",0.0,71.8,307.0,1.0,0.1,child,normal,1,Not Recommended
"Beras jagung putih, kering, mentah",0.0,71.8,307.0,1.0,0.1,child,normal,0,Caution
"Telur bebek bagian putih, segar",0.0,0.8,54.0,184.0,0.0,adult,normal,0,Recommended
"Telur bebek bagian putih, segar",0.0,0.8,54.0,184.0,0.0,adult,overweight,0,Recommended
"Telur bebek bagian putih, segar",0.0,0.8,54.0,184.0,0.0,adult,normal,1,Recommended
"Telur bebek bagian putih, segar",0.0,0.8,54.0,184.0,0.0,adult,overweight,2,Recommended
"Telur bebek bagian putih, segar",0.0,0.8,54.0,184.0,0.0,elderly,normal,2,Recommended
"Telur bebek bagian putih, segar",0.0,0.8,54.0,184.0,0.0,child,normal,1,Recommended
"Telur bebek bagian putih, segar",0.0,0.8,54.0,184.0,0.0,child,normal,0,Recommended
"Makaroni, mentah",0.0,78.7,353.0,5.0,0.4,adult,normal,0,Caution
"Makaroni, mentah",0.0,78.7,353.0,5.0,0.4,adult,overweight,0,Caution
"Makaroni, mentah",0.0,78.7,353.0,5.0,0.4,adult,normal,1,Not Recommended
"Makaroni, mentah",0.0,78.7,353.0,5.0,0.4,adult,overweight,2,Not Recommended
"Makaroni, mentah",0.0,78.7,353.0,5.0,0.4,elderly,normal,2,Not Recommended
"Makaroni, mentah",0.0,78.7,353.0,5.0,0.4,child,normal,1,Not Recommended
"Makaroni, mentah",0.0,78.7,353.0,5.0,0.4,child,normal,0,Caution
Buavita Orange,23.0,28.0,120.0,0.0,0.0,adult,normal,0,Caution
Buavita Orange,23.0,28.0,120.0,0.0,0.0,adult,overweight,0,Caution
Buavita Orange,23.0,28.0,120.0,0.0,0.0,adult,normal,1,Not Recommended
Buavita Orange,23.0,28.0,120.0,0.0,0.0,adult,overweight,2,Not Recommended
Buavita Orange,23.0,28.0,120.0,0.0,0.0,elderly,normal,2,Not Recommended
Buavita Orange,23.0,28.0,120.0,0.0,0.0,child,normal,1,Not Recommended
Buavita Orange,23.0,28.0,120.0,0.0,0.0,child,normal,0,Caution
"Sop buntut, masakan",0.0,2.2,71.0,490.0,3.6,adult,normal,0,Recommended
"Sop buntut, masakan",0.0,2.2,71.0,490.0,3.6,adult,overweight,0,Recommended
"Sop buntut, masakan",0.0,2.2,71.0,490.0,3.6,adult,normal,1,Caution
"Sop buntut, masakan",0.0,2.2,71.0,490.0,3.6,adult,overweight,2,Caution
"Sop buntut, masakan",0.0,2.2,71.0,490.0,3.6,elderly,normal,2,Caution
"Sop buntut, masakan",0.0,2.2,71.0,490.0,3.6,child,normal,1,Caution
"Sop buntut, masakan",0.0,2.2,71.0,490.0,3.6,child,normal,0,Recommended
"Kacang hijau, kering",0.0,56.8,323.0,42.0,1.5,adult,normal,0,Caution
"Kacang hijau, kering",0.0,56.8,323.0,42.0,1.5,adult,overweight,0,Caution
"Kacang hijau, kering",0.0,56.8,323.0,42.0,1.5,adult,normal,1,Not Recommended
"Kacang hijau, kering",0.0,56.8,323.0,42.0,1.5,adult,overweight,2,Not Recommended
"Kacang hijau, kering",0.0,56.8,323.0,42.0,1.5,elderly,normal,2,Not Recommended
"Kacang hijau, kering",0.0,56.8,323.0,42.0,1.5,child,normal,1,Not Recommended
"Kacang hijau, kering",0.0,56.8,323.0,42.0,1.5,child,normal,0,Caution
Mi sedaap cup mi goreng,5.0,52.0,390.0,0.0,18.0,adult,normal,0,Caution
Mi sedaap cup mi goreng,5.0,52.0,390.0,0.0,18.0,adult,overweight,0,Caution
Mi sedaap cup mi goreng,5.0,52.0,390.0,0.0,18.0,adult,normal,1,Not Recommended
Mi sedaap cup mi goreng,5.0,52.0,390.0,0.0,18.0,adult,overweight,2,Not Recommended
Mi sedaap cup mi goreng,5.0,52.0,390.0,0.0,18.0,elderly,normal,2,Not Recommended
Mi sedaap cup mi goreng,5.0,52.0,390.0,0.0,18.0,child,normal,1,Not Recommended
Mi sedaap cup mi goreng,5.0,52.0,390.0,0.0,18.0,child,normal,0,Caution
Outback steackhouse new york strip,0.0,0.0,810.0,0.0,62.0,adult,normal,0,Caution
Outback steackhouse new york strip,0.0,0.0,810.0,0.0,62.0,adult,overweight,0,Caution
Outback steackhouse new york strip,0.0,0.0,810.0,0.0,62.0,adult,normal,1,Caution
Outback steackhouse new york strip,0.0,0.0,810.0,0.0,62.0,adult,overweight,2,Not Recommended
Outback steackhouse new york strip,0.0,0.0,810.0,0.0,62.0,elderly,normal,2,Not Recommended
Outback steackhouse new york strip,0.0,0.0,810.0,0.0,62.0,child,normal,1,Caution
Outback steackhouse new york strip,0.0,0.0,810.0,0.0,62.0,child,normal,0,Caution
Permen Xylitol Blueberry Mint,0.0,2.0,10.0,0.0,0.0,adult,normal,0,Recommended
Permen Xylitol Blueberry Mint,0.0,2.0,10.0,0.0,0.0,adult,overweight,0,Recommended
Permen Xylitol Blueberry Mint,0.0,2.0,10.0,0.0,0.0,adult,normal,1,Recommended
Permen Xylitol Blueberry Mint,0.0,2.0,10.0,0.0,0.0,adult,overweight,2,Recommended
Permen Xylitol Blueberry Mint,0.0,2.0,10.0,0.0,0.0,elderly,normal,2,Recommended
Permen Xylitol Blueberry Mint,0.0,2.0,10.0,0.0,0.0,child,normal,1,Recommended
Permen Xylitol Blueberry Mint,0.0,2.0,10.0,0.0,0.0,child,normal,0,Recommended
"Kacang kincai, kering",0.0,55.0,444.0,0.0,16.0,adult,normal,0,Caution
"Kacang kincai, kering",0.0,55.0,444.0,0.0,16.0,adult,overweight,0,Caution
"Kacang kincai, kering",0.0,55.0,444.0,0.0,16.0,adult,normal,1,Not Recommended
"Kacang kincai, kering",0.0,55.0,444.0,0.0,16.0,adult,overweight,2,Not Recommended
"Kacang kincai, kering",0.0,55.0,444.0,0.0,16.0,elderly,normal,2,Not Recommended
"Kacang kincai, kering",0.0,55.0,444.0,0.0,16.0,child,normal,1,Not Recommended
"Kacang kincai, kering",0.0,55.0,444.0,0.0,16.0,child,normal,0,Caution
Susu WRP Lose weight stroberi,21.0,25.0,220.0,0.0,6.0,adult,normal,0,Caution
Susu WRP Lose weight stroberi,21.0,25.0,220.0,0.0,6.0,adult,overweight,0,Caution
Susu WRP Lose weight stroberi,21.0,25.0,220.0,0.0,6.0,adult,normal,1,Not Recommended
Susu WRP Lose weight stroberi,21.0,25.0,220.0,0.0,6.0,adult,overweight,2,Not Recommended
Susu WRP Lose weight stroberi,21.0,25.0,220.0,0.0,6.0,elderly,normal,2,Not Recommended
Susu WRP Lose weight stroberi,21.0,25.0,220.0,0.0,6.0,child,normal,1,Not Recommended
Susu WRP Lose weight stroberi,21.0,25.0,220.0,0.0,6.0,child,normal,0,Caution
"Daun kasbi/singkong karet, segar",0.0,10.9,92.0,70.0,3.6,adult,normal,0,Recommended
"Daun kasbi/singkong karet, segar",0.0,10.9,92.0,70.0,3.6,adult,overweight,0,Recommended
"Daun kasbi/singkong karet, segar",0.0,10.9,92.0,70.0,3.6,adult,normal,1,Recommended
"Daun kasbi/singkong karet, segar",0.0,10.9,92.0,70.0,3.6,adult,overweight,2,Caution
"Daun kasbi/singkong karet, segar",0.0,10.9,92.0,70.0,3.6,elderly,normal,2,Caution
"Daun kasbi/singkong karet, segar",0.0,10.9,92.0,70.0,3.6,child,normal,1,Recommended
"Daun kasbi/singkong karet, segar",0.0,10.9,92.0,70.0,3.6,child,normal,0,Recommended
Kacang marah tua,0.0,63.2,280.0,19.0,1.6,adult,normal,0,Caution
Kacang marah tua,0.0,63.2,280.0,19.0,1.6,adult,overweight,0,Caution
Kacang marah tua,0.0,63.2,280.0,19.0,1.6,adult,normal,1,Not Recommended
Kacang marah tua,0.0,63.2,280.0,19.0,1.6,adult,overweight,2,Not Recommended
Kacang marah tua,0.0,63.2,280.0,19.0,1.6,elderly,normal,2,Not Recommended
Kacang marah tua,0.0,63.2,280.0,19.0,1.6,child,normal,1,Not Recommended
Kacang marah tua,0.0,63.2,280.0,19.0,1.6,child,normal,0,Caution
Nissin Gekikara Ramen rasa Ayam Pedas,0.0,52.0,360.0,1030.0,14.0,adult,normal,0,Not Recommended
Nissin Gekikara Ramen rasa Ayam Pedas,0.0,52.0,360.0,1030.0,14.0,adult,overweight,0,Not Recommended
Nissin Gekikara Ramen rasa Ayam Pedas,0.0,52.0,360.0,1030.0,14.0,adult,normal,1,Not Recommended
Nissin Gekikara Ramen rasa Ayam Pedas,0.0,52.0,360.0,1030.0,14.0,adult,overweight,2,Not Recommended
Nissin Gekikara Ramen rasa Ayam Pedas,0.0,52.0,360.0,1030.0,14.0,elderly,normal,2,Not Recommended
Nissin Gekikara Ramen rasa Ayam Pedas,0.0,52.0,360.0,1030.0,14.0,child,normal,1,Not Recommended
Nissin Gekikara Ramen rasa Ayam Pedas,0.0,52.0,360.0,1030.0,14.0,child,normal,0,Not Recommended
Widaran,0.0,80.7,424.0,0.0,10.7,adult,normal,0,Caution
Widaran,0.0,80.7,424.0,0.0,10.7,adult,overweight,0,Caution
Widaran,0.0,80.7,424.0,0.0,10.7,adult,normal,1,Not Recommended
Widaran,0.0,80.7,424.0,0.0,10.7,adult,overweight,2,Not Recommended
Widaran,0.0,80.7,424.0,0.0,10.7,elderly,normal,2,Not Recommended
Widaran,0.0,80.7,424.0,0.0,10.7,child,normal,1,Not Recommended
Widaran,0.0,80.7,424.0,0.0,10.7,child,normal,0,Caution
Mr. Bread Roti tawar,2.5,36.0,198.0,269.0,3.0,adult,normal,0,Recommended
Mr. Bread Roti tawar,2.5,36.0,198.0,269.0,3.0,adult,overweight,0,Caution
Mr. Bread Roti tawar,2.5,36.0,198.0,269.0,3.0,adult,normal,1,Not Recommended
Mr. Bread Roti tawar,2.5,36.0,198.0,269.0,3.0,adult,overweight,2,Caution
Mr. Bread Roti tawar,2.5,36.0,198.0,269.0,3.0,elderly,normal,2,Caution
Mr. Bread Roti tawar,2.5,36.0,198.0,269.0,3.0,child,normal,1,Not Recommended
Mr. Bread Roti tawar,2.5,36.0,198.0,269.0,3.0,child,normal,0,Recommended
Indomie mi goreng aceh,6.0,55.0,170.0,790.0,19.0,adult,normal,0,Not Recommended
Indomie mi goreng aceh,6.0,55.0,170.0,790.0,19.0,adult,overweight,0,Not Recommended
Indomie mi goreng aceh,6.0,55.0,170.0,790.0,19.0,adult,normal,1,Not Recommended
Indomie mi goreng aceh,6.0,55.0,170.0,790.0,19.0,adult,overweight,2,Not Recommended
Indomie mi goreng aceh,6.0,55.0,170.0,790.0,19.0,elderly,normal,2,Not Recommended
Indomie mi goreng aceh,6.0,55.0,170.0,790.0,19.0,child,normal,1,Not Recommended
Indomie mi goreng aceh,6.0,55.0,170.0,790.0,19.0,child,normal,0,Not Recommended
Ichitan Thailand Milk Tea,25.0,36.0,50.0,160.0,6.0,adult,normal,0,Caution
Ichitan Thailand Milk Tea,25.0,36.0,50.0,160.0,6.0,adult,overweight,0,Caution
Ichitan Thailand Milk Tea,25.0,36.0,50.0,160.0,6.0,adult,normal,1,Not Recommended
Ichitan Thailand Milk Tea,25.0,36.0,50.0,160.0,6.0,adult,overweight,2,Not Recommended
Ichitan Thailand Milk Tea,25.0,36.0,50.0,160.0,6.0,elderly,normal,2,Not Recommended
Ichitan Thailand Milk Tea,25.0,36.0,50.0,160.0,6.0,child,normal,1,Not Recommended
Ichitan Thailand Milk Tea,25.0,36.0,50.0,160.0,6.0,child,normal,0,Caution
Top coffee Gula Aren,14.0,18.0,20.0,35.0,2.5,adult,normal,0,Recommended
Top coffee Gula Aren,14.0,18.0,20.0,35.0,2.5,adult,overweight,0,Recommended
Top coffee Gula Aren,14.0,18.0,20.0,35.0,2.5,adult,normal,1,Not Recommended
Top coffee Gula Aren,14.0,18.0,20.0,35.0,2.5,adult,overweight,2,Not Recommended
Top coffee Gula Aren,14.0,18.0,20.0,35.0,2.5,elderly,normal,2,Not Recommended
Top coffee Gula Aren,14.0,18.0,20.0,35.0,2.5,child,normal,1,Not Recommended
Top coffee Gula Aren,14.0,18.0,20.0,35.0,2.5,child,normal,0,Caution
Sayur umbut kelapa,0.0,5.1,67.0,313.0,2.9,adult,normal,0,Recommended
Sayur umbut kelapa,0.0,5.1,67.0,313.0,2.9,adult,overweight,0,Recommended
Sayur umbut kelapa,0.0,5.1,67.0,313.0,2.9,adult,normal,1,Recommended
Sayur umbut kelapa,0.0,5.1,67.0,313.0,2.9,adult,overweight,2,Caution
Sayur umbut kelapa,0.0,5.1,67.0,313.0,2.9,elderly,normal,2,Caution
Sayur umbut kelapa,0.0,5.1,67.0,313.0,2.9,child,normal,1,Recommended
Sayur umbut kelapa,0.0,5.1,67.0,313.0,2.9,child,normal,0,Recommended
Maggi Magic Lezat Bumbu Penyedap,0.0,1.0,5.0,970.0,0.0,adult,normal,0,Recommended
Maggi Magic Lezat Bumbu Penyedap,0.0,1.0,5.0,970.0,0.0,adult,overweight,0,Recommended
Maggi Magic Lezat Bumbu Penyedap,0.0,1.0,5.0,970.0,0.0,adult,normal,1,Caution
Maggi Magic Lezat Bumbu Penyedap,0.0,1.0,5.0,970.0,0.0,adult,overweight,2,Caution
Maggi Magic Lezat Bumbu Penyedap,0.0,1.0,5.0,970.0,0.0,elderly,normal,2,Caution
Maggi Magic Lezat Bumbu Penyedap,0.0,1.0,5.0,970.0,0.0,child,normal,1,Caution
Maggi Magic Lezat Bumbu Penyedap,0.0,1.0,5.0,970.0,0.0,child,normal,0,Recommended
Good Time Cookies,10.0,21.0,50.0,220.0,6.0,adult,normal,0,Recommended
Good Time Cookies,10.0,21.0,50.0,220.0,6.0,adult,overweight,0,Caution
Good Time Cookies,10.0,21.0,50.0,220.0,6.0,adult,normal,1,Caution
Good Time Cookies,10.0,21.0,50.0,220.0,6.0,adult,overweight,2,Caution
Good Time Cookies,10.0,21.0,50.0,220.0,6.0,elderly,normal,2,Caution
Good Time Cookies,10.0,21.0,50.0,220.0,6.0,child,normal,1,Caution
Good Time Cookies,10.0,21.0,50.0,220.0,6.0,child,normal,0,Recommended
Beras parboiled,0.0,80.0,353.0,2.0,0.6,adult,normal,0,Caution
Beras parboiled,0.0,80.0,353.0,2.0,0.6,adult,overweight,0,Caution
Beras parboiled,0.0,80.0,353.0,2.0,0.6,adult,normal,1,Not Recommended
Beras parboiled,0.0,80.0,353.0,2.0,0.6,adult,overweight,2,Not Recommended
Beras parboiled,0.0,80.0,353.0,2.0,0.6,elderly,normal,2,Not Recommended
Beras parboiled,0.0,80.0,353.0,2.0,0.6,child,normal,1,Not Recommended
Beras parboiled,0.0,80.0,353.0,2.0,0.6,child,normal,0,Caution
"Nangka masak pohon, segar",0.0,27.6,106.0,2.0,0.3,adult,normal,0,Recommended
"Nangka masak pohon, segar",0.0,27.6,106.0,2.0,0.3,adult,overweight,0,Recommended
"Nangka masak pohon, segar",0.0,27.6,106.0,2.0,0.3,adult,normal,1,Caution
"Nangka masak pohon, segar",0.0,27.6,106.0,2.0,0.3,adult,overweight,2,Caution
"Nangka masak pohon, segar",0.0,27.6,106.0,2.0,0.3,elderly,normal,2,Caution
"Nangka masak pohon, segar",0.0,27.6,106.0,2.0,0.3,child,normal,1,Caution
"Nangka masak pohon, segar",0.0,27.6,106.0,2.0,0.3,child,normal,0,Recommended
"Cucuru bayau, masakan",0.0,38.3,349.0,0.0,18.7,adult,normal,0,Caution
"Cucuru bayau, masakan",0.0,38.3,349.0,0.0,18.7,adult,overweight,0,Caution
"Cucuru bayau, masakan",0.0,38.3,349.0,0.0,18.7,adult,normal,1,Not Recommended
"Cucuru bayau, masakan",0.0,38.3,349.0,0.0,18.7,adult,overweight,2,Not Recommended
"Cucuru bayau, masakan",0.0,38.3,349.0,0.0,18.7,elderly,normal,2,Not Recommended
"Cucuru bayau, masakan",0.0,38.3,349.0,0.0,18.7,child,normal,1,Not Recommended
"Cucuru bayau, masakan",0.0,38.3,349.0,0.0,18.7,child,normal,0,Caution
"Kalio otak, masakan",0.0,11.4,157.0,604.0,8.8,adult,normal,0,Caution
"Kalio otak, masakan",0.0,11.4,157.0,604.0,8.8,adult,overweight,0,Caution
"Kalio otak, masakan",0.0,11.4,157.0,604.0,8.8,adult,normal,1,Caution
"Kalio otak, masakan",0.0,11.4,157.0,604.0,8.8,adult,overweight,2,Caution
"Kalio otak, masakan",0.0,11.4,157.0,604.0,8.8,elderly,normal,2,Not Recommended
"Kalio otak, masakan",0.0,11.4,157.0,604.0,8.8,child,normal,1,Caution
"Kalio otak, masakan",0.0,11.4,157.0,604.0,8.8,child,normal,0,Caution
Heavenly blush greek yogurt,9.0,16.0,170.0,0.0,9.0,adult,normal,0,Recommended
Heavenly blush greek yogurt,9.0,16.0,170.0,0.0,9.0,adult,overweight,0,Caution
Heavenly blush greek yogurt,9.0,16.0,170.0,0.0,9.0,adult,normal,1,Caution
Heavenly blush greek yogurt,9.0,16.0,170.0,0.0,9.0,adult,overweight,2,Caution
Heavenly blush greek yogurt,9.0,16.0,170.0,0.0,9.0,elderly,normal,2,Caution
Heavenly blush greek yogurt,9.0,16.0,170.0,0.0,9.0,child,normal,1,Caution
Heavenly blush greek yogurt,9.0,16.0,170.0,0.0,9.0,child,normal,0,Recommended
Biskuit meiji Hello panda,12.0,30.0,230.0,0.0,10.0,adult,normal,0,Caution
Biskuit meiji Hello panda,12.0,30.0,230.0,0.0,10.0,adult,overweight,0,Caution
Biskuit meiji Hello panda,12.0,30.0,230.0,0.0,10.0,adult,normal,1,Not Recommended
Biskuit meiji Hello panda,12.0,30.0,230.0,0.0,10.0,adult,overweight,2,Not Recommended
Biskuit meiji Hello panda,12.0,30.0,230.0,0.0,10.0,elderly,normal,2,Not Recommended
Biskuit meiji Hello panda,12.0,30.0,230.0,0.0,10.0,child,normal,1,Not Recommended
Biskuit meiji Hello panda,12.0,30.0,230.0,0.0,10.0,child,normal,0,Caution
"Telur bebek bagian kuning, segar",0.0,0.8,386.0,106.0,35.0,adult,normal,0,Caution
"Telur bebek bagian kuning, segar",0.0,0.8,386.0,106.0,35.0,adult,overweight,0,Caution
"Telur bebek bagian kuning, segar",0.0,0.8,386.0,106.0,35.0,adult,normal,1,Caution
"Telur bebek bagian kuning, segar",0.0,0.8,386.0,106.0,35.0,adult,overweight,2,Not Recommended
"Telur bebek bagian kuning, segar",0.0,0.8,386.0,106.0,35.0,elderly,normal,2,Not Recommended
"Telur bebek bagian kuning, segar",0.0,0.8,386.0,106.0,35.0,child,normal,1,Caution
"Telur bebek bagian kuning, segar",0.0,0.8,386.0,106.0,35.0,child,normal,0,Caution
Prosana Proffle Biskuit Waffle Tinggi Protein,2.0,12.0,20.0,65.0,2.0,adult,normal,0,Recommended
Prosana Proffle Biskuit Waffle Tinggi Protein,2.0,12.0,20.0,65.0,2.0,adult,overweight,0,Recommended
Prosana Proffle Biskuit Waffle Tinggi Protein,2.0,12.0,20.0,65.0,2.0,adult,normal,1,Recommended
Prosana Proffle Biskuit Waffle Tinggi Protein,2.0,12.0,20.0,65.0,2.0,adult,overweight,2,Recommended
Prosana Proffle Biskuit Waffle Tinggi Protein,2.0,12.0,20.0,65.0,2.0,elderly,normal,2,Recommended
Prosana Proffle Biskuit Waffle Tinggi Protein,2.0,12.0,20.0,65.0,2.0,child,normal,1,Recommended
Prosana Proffle Biskuit Waffle Tinggi Protein,2.0,12.0,20.0,65.0,2.0,child,normal,0,Recommended
donat Krispy kreme original glazed,10.0,21.0,190.0,0.0,11.0,adult,normal,0,Caution
donat Krispy kreme original glazed,10.0,21.0,190.0,0.0,11.0,adult,overweight,0,Caution
donat Krispy kreme original glazed,10.0,21.0,190.0,0.0,11.0,adult,normal,1,Caution
donat Krispy kreme original glazed,10.0,21.0,190.0,0.0,11.0,adult,overweight,2,Not Recommended
donat Krispy kreme original glazed,10.0,21.0,190.0,0.0,11.0,elderly,normal,2,Not Recommended
donat Krispy kreme original glazed,10.0,21.0,190.0,0.0,11.0,child,normal,1,Caution
donat Krispy kreme original glazed,10.0,21.0,190.0,0.0,11.0,child,normal,0,Caution
Pisang tujuh bulan,0.0,22.5,94.0,0.0,0.2,adult,normal,0,Recommended
Pisang tujuh bulan,0.0,22.5,94.0,0.0,0.2,adult,overweight,0,Recommended
Pisang tujuh bulan,0.0,22.5,94.0,0.0,0.2,adult,normal,1,Recommended
Pisang tujuh bulan,0.0,22.5,94.0,0.0,0.2,adult,overweight,2,Caution
Pisang tujuh bulan,0.0,22.5,94.0,0.0,0.2,elderly,normal,2,Caution
Pisang tujuh bulan,0.0,22.5,94.0,0.0,0.2,child,normal,1,Recommended
Pisang tujuh bulan,0.0,22.5,94.0,0.0,0.2,child,normal,0,Recommended
Nutrisari Jeju orange,11.0,14.0,60.0,0.0,0.0,adult,normal,0,Recommended
Nutrisari Jeju orange,11.0,14.0,60.0,0.0,0.0,adult,overweight,0,Recommended
Nutrisari Jeju orange,11.0,14.0,60.0,0.0,0.0,adult,normal,1,Caution
Nutrisari Jeju orange,11.0,14.0,60.0,0.0,0.0,adult,overweight,2,Not Recommended
Nutrisari Jeju orange,11.0,14.0,60.0,0.0,0.0,elderly,normal,2,Not Recommended
Nutrisari Jeju orange,11.0,14.0,60.0,0.0,0.0,child,normal,1,Not Recommended
Nutrisari Jeju orange,11.0,14.0,60.0,0.0,0.0,child,normal,0,Recommended
Biskuit,0.0,75.1,458.0,241.0,14.4,adult,normal,0,Caution
Biskuit,0.0,75.1,458.0,241.0,14.4,adult,overweight,0,Not Recommended
Biskuit,0.0,75.1,458.0,241.0,14.4,adult,normal,1,Not Recommended
Biskuit,0.0,75.1,458.0,241.0,14.4,adult,overweight,2,Not Recommended
Biskuit,0.0,75.1,458.0,241.0,14.4,elderly,normal,2,Not Recommended
Biskuit,0.0,75.1,458.0,241.0,14.4,child,normal,1,Not Recommended
Biskuit,0.0,75.1,458.0,241.0,14.4,child,normal,0,Caution
Mie Sagu,0.0,46.5,190.0,10.0,0.4,adult,normal,0,Recommended
Mie Sagu,0.0,46.5,190.0,10.0,0.4,adult,overweight,0,Caution
Mie Sagu,0.0,46.5,190.0,10.0,0.4,adult,normal,1,Not Recommended
Mie Sagu,0.0,46.5,190.0,10.0,0.4,adult,overweight,2,Caution
Mie Sagu,0.0,46.5,190.0,10.0,0.4,elderly,normal,2,Caution
Mie Sagu,0.0,46.5,190.0,10.0,0.4,child,normal,1,Not Recommended
Mie Sagu,0.0,46.5,190.0,10.0,0.4,child,normal,0,Recommended
Tempe gembus P3G,0.0,10.3,73.0,0.0,1.3,adult,normal,0,Recommended
Tempe gembus P3G,0.0,10.3,73.0,0.0,1.3,adult,overweight,0,Recommended
Tempe gembus P3G,0.0,10.3,73.0,0.0,1.3,adult,normal,1,Recommended
Tempe gembus P3G,0.0,10.3,73.0,0.0,1.3,adult,overweight,2,Recommended
Tempe gembus P3G,0.0,10.3,73.0,0.0,1.3,elderly,normal,2,Recommended
Tempe gembus P3G,0.0,10.3,73.0,0.0,1.3,child,normal,1,Recommended
Tempe gembus P3G,0.0,10.3,73.0,0.0,1.3,child,normal,0,Recommended
ABC Sari Kacang Hijau,0.0,36.0,160.0,0.0,0.0,adult,normal,0,Recommended
ABC Sari Kacang Hijau,0.0,36.0,160.0,0.0,0.0,adult,overweight,0,Recommended
ABC Sari Kacang Hijau,0.0,36.0,160.0,0.0,0.0,adult,normal,1,Caution
ABC Sari Kacang Hijau,0.0,36.0,160.0,0.0,0.0,adult,overweight,2,Caution
ABC Sari Kacang Hijau,0.0,36.0,160.0,0.0,0.0,elderly,normal,2,Caution
ABC Sari Kacang Hijau,0.0,36.0,160.0,0.0,0.0,child,normal,1,Caution
ABC Sari Kacang Hijau,0.0,36.0,160.0,0.0,0.0,child,normal,0,Recommended
Kue putu cangkir,0.0,54.9,304.0,0.0,7.0,adult,normal,0,Caution
Kue putu cangkir,0.0,54.9,304.0,0.0,7.0,adult,overweight,0,Caution
Kue putu cangkir,0.0,54.9,304.0,0.0,7.0,adult,normal,1,Not Recommended
Kue putu cangkir,0.0,54.9,304.0,0.0,7.0,adult,overweight,2,Not Recommended
Kue putu cangkir,0.0,54.9,304.0,0.0,7.0,elderly,normal,2,Not Recommended
Kue putu cangkir,0.0,54.9,304.0,0.0,7.0,child,normal,1,Not Recommended
Kue putu cangkir,0.0,54.9,304.0,0.0,7.0,child,normal,0,Caution
Indofood Sambal Pedas Dahsyat (135 ml),4.0,5.0,25.0,270.0,0.0,adult,normal,0,Recommended
Indofood Sambal Pedas Dahsyat (135 ml),4.0,5.0,25.0,270.0,0.0,adult,overweight,0,Recommended
Indofood Sambal Pedas Dahsyat (135 ml),4.0,5.0,25.0,270.0,0.0,adult,normal,1,Recommended
Indofood Sambal Pedas Dahsyat (135 ml),4.0,5.0,25.0,270.0,0.0,adult,overweight,2,Caution
Indofood Sambal Pedas Dahsyat (135 ml),4.0,5.0,25.0,270.0,0.0,elderly,normal,2,Caution
Indofood Sambal Pedas Dahsyat (135 ml),4.0,5.0,25.0,270.0,0.0,child,normal,1,Recommended
Indofood Sambal Pedas Dahsyat (135 ml),4.0,5.0,25.0,270.0,0.0,child,normal,0,Recommended
"Daun jonghe, segar",0.0,4.4,27.0,0.0,0.7,adult,normal,0,Recommended
"Daun jonghe, segar",0.0,4.4,27.0,0.0,0.7,adult,overweight,0,Recommended
"Daun jonghe, segar",0.0,4.4,27.0,0.0,0.7,adult,normal,1,Recommended
"Daun jonghe, segar",0.0,4.4,27.0,0.0,0.7,adult,overweight,2,Recommended
"Daun jonghe, segar",0.0,4.4,27.0,0.0,0.7,elderly,normal,2,Recommended
"Daun jonghe, segar",0.0,4.4,27.0,0.0,0.7,child,normal,1,Recommended
"Daun jonghe, segar",0.0,4.4,27.0,0.0,0.7,child,normal,0,Recommended
Gatot,0.0,83.8,347.0,28.0,0.7,adult,normal,0,Caution
Gatot,0.0,83.8,347.0,28.0,0.7,adult,overweight,0,Caution
Gatot,0.0,83.8,347.0,28.0,0.7,adult,normal,1,Not Recommended
Gatot,0.0,83.8,347.0,28.0,0.7,adult,overweight,2,Not Recommended
Gatot,0.0,83.8,347.0,28.0,0.7,elderly,normal,2,Not Recommended
Gatot,0.0,83.8,347.0,28.0,0.7,child,normal,1,Not Recommended
Gatot,0.0,83.8,347.0,28.0,0.7,child,normal,0,Caution
Sosis Kanzler German Bratwurst,0.0,0.0,150.0,435.0,12.0,adult,normal,0,Caution
Sosis Kanzler German Bratwurst,0.0,0.0,150.0,435.0,12.0,adult,overweight,0,Caution
Sosis Kanzler German Bratwurst,0.0,0.0,150.0,435.0,12.0,adult,normal,1,Caution
Sosis Kanzler German Bratwurst,0.0,0.0,150.0,435.0,12.0,adult,overweight,2,Not Recommended
Sosis Kanzler German Bratwurst,0.0,0.0,150.0,435.0,12.0,elderly,normal,2,Not Recommended
Sosis Kanzler German Bratwurst,0.0,0.0,150.0,435.0,12.0,child,normal,1,Caution
Sosis Kanzler German Bratwurst,0.0,0.0,150.0,435.0,12.0,child,normal,0,Caution
Teh botol sosro less sugar,22.0,22.0,90.0,0.0,0.0,adult,normal,0,Recommended
Teh botol sosro less sugar,22.0,22.0,90.0,0.0,0.0,adult,overweight,0,Caution
Teh botol sosro less sugar,22.0,22.0,90.0,0.0,0.0,adult,normal,1,Not Recommended
Teh botol sosro less sugar,22.0,22.0,90.0,0.0,0.0,adult,overweight,2,Not Recommended
Teh botol sosro less sugar,22.0,22.0,90.0,0.0,0.0,elderly,normal,2,Not Recommended
Teh botol sosro less sugar,22.0,22.0,90.0,0.0,0.0,child,normal,1,Not Recommended
Teh botol sosro less sugar,22.0,22.0,90.0,0.0,0.0,child,normal,0,Caution
